Experimental inhibitory activities against 3CLpro,,,
,,,
Sr. no. ,Molecular_SMILES,PubChem-CID,Experimental_activities (Active-1/Inactive-0)
465,Clc1ccc(NCCO)cc1,587825,0
466,O=Cc1cn[nH]c1-c1ccccc1,291816,0
467,[nH]1nc(nn1)-c1ccc(cc1)CC,647221,0
468,N(CCC#N)c1cc(cc(c1)C)C,292632,0
469,O=C1N(NC(=O)c2c1cccc2)C,314939,0
470,O=[N+]([O-])c1n2C=C(C=Cc2nc1)C,327954,0
471,O(C)c1nc(OC)cc(C)c1C#N,334856,0
472,O1c2n[nH]c(c2C(C)=C(C)C1=O)C,601074,0
473,O1c2cc(C=O)c(OC)cc2OC1,601861,0
474,O=[N+]([O-])c1nc(n(c1)CCC#N)C,319755,0
475,O(C(=O)c1ccc(nc1)C(O)=O)C,314992,0
476,S(C)C=1N=C(NC(=O)C=1C#N)C,587648,0
477,n1ccc(cc1)\C=C\c1ccccc1,641098,0
478,O=C1NC(=NC=C1C)N(CC)CC,602372,0
479,S(C)c1cc(NC(=O)C)ccc1,291818,0
480,ClC=1n2c(nnc2CC)C=CC=1,324444,0
481,O1c2cc(N)c([N+](=O)[O-])cc2OC1,602665,0
482,OC1C2CN3CC1(CN(C2)CC3)C,602728,0
483,s1cc(nc1N)C1CCCCC1,346930,0
484,OC(=O)CC(n1nc(nc1C)C)C,648443,0
485,O=C1CC(CC(NCCO)=C1)(C)C,333140,0
486,O(CCO)c1ncc([N+](=O)[O-])cc1,587937,0
487,O(C(=O)c1[nH]nc(n1)NC(=O)C)C,647229,0
488,O=C(N(CCC)CCC)CCCC,304102,0
489,Clc1nc(NNC(=O)C)ccc1,324432,0
490,Clc1nc(NNC(=O)N)ccc1,324447,0
491,O=C1Nc2c(ccc(N)c2C)C(=C1)C,333984,0
492,Clc1c2c(cccc2)c(nc1)C#N,324213,0
493,O=C1NC=C(c2c1cccc2)C(O)=O,643161,0
494,O=C1CCc2c1ccc(NC(=O)C)c2,312894,0
495,O1C(Cc2ccncc2)C(=CC1=O)C,650643,0
496,O=C1N=CN2C(CCCCC2)=C1C#N,594870,0
497,O=C(C)C=1C=Nc2n(nc(c2)C)C=1C,639252,0
498,OCCCc1c2c([nH]c1C)cccc2,336484,0
499,OC(=O)Cc1nc2n(c1)C=CC(=C2)C,326092,0
500,O(CC)c1ccc(cc1)-c1nn[nH]n1,647263,0
501,O1C(C(=O)C(O)=C1N)c1ccccc1,340874,0
502,O(C)c1ccc(cc1)C(=O)NCC=C,346045,0
503,OC(=O)CCN1CCc2c1cccc2,647211,0
504,O(C)c1cc2[nH]c(nc2cc1)C(O)C,300113,0
505,s1c2cc(ccc2nc1N)C(C)C,600983,0
506,O=C1N(C)C(=O)N(c2ncnnc12)C,334780,0
507,O=[N+]([O-])c1ccc(nc1)N1CCCC1,316823,0
508,O=C1N2NC(=CC2=NC(=C1)COC)C,644908,0
509,O(CC(O)=O)c1ccc(cc1)CCC,348580,0
510,ClCc1oc(nn1)-c1ccccc1,314941,0
511,O(C(=O)N)c1cc(OC(=O)N)ccc1,314831,0
512,OC(=O)c1cc([N+](=O)[O-])ccc1NC,643299,0
513,O1CCOc2cc([N+](=O)[O-])c(N)cc12,607208,0
514,S(C)c1nc(cc(C)c1C(=O)N)C,601656,0
515,s1c2c(nc1N)CC(CC2=O)(C)C,587874,0
516,O1CCN=C1NC1CCCCCCC1,294256,0
517,n1ccc(-n2nnc3c2ccnc3)cc1,294461,0
518,O=C1CCNc2c1cc1c(c2)cccc1,607541,0
519,O1c2c(CNc3c1cccc3)cccc2,648933,0
520,n12nnnc1N=C(C=N2)c1ccccc1,319734,0
521,OCc1[nH]c2c(n1)c1c(cc2)cccc1,345770,0
522,S1CCN2C1=NC(=NC2=O)N(C)C,607728,0
523,n1nn(Cc2ccccc2)c(N)c1C#N,329859,0
524,n12nc(nc1-c1c(N=C2C)cccc1)N,607943,0
525,O=C1CCCc2c1[nH]c1c2cc(cc1)C,607984,0
526,N(C(CC=C)C#Cc1ccccc1)(C)C,647249,0
527,Clc1nc(nc2NC(=O)COc12)C,608089,0
528,Clc1ccccc1NCC(=O)NN,302653,0
529,Clc1cc(NCC(=O)NN)ccc1,302652,0
530,Clc1nc(NNC(=O)CC)ccc1,324442,0
531,O1c2c(C=CC1=O)cc1c(occ1C)c2,608273,0
532,OC(=O)c1ncc(cn1)-c1ccccc1,608255,0
533,n1c(cc(nc1N)Nc1ccccc1)C,608203,0
534,n1(-c2ccc(N)cc2C)c(ccc1C)C,651208,0
535,o1cccc1C(=O)NCc1ccccc1,347531,0
536,O1CCc2cc3c(nc12)cc(OC)cc3,608484,0
537,n1c(c2c(nc1N=C(N)N)cccc2)C,345657,0
538,S(=O)(=O)(Nc1ncccc1)N(C)C,304350,0
539,O=C1C=C(NCc2ccccc2)CCC1,319575,0
540,O=[N+]1C=2CCCC=2N([O-])c2c1cccc2,327035,0
541,N12N(CCC1)C2c1ccc(cc1)C(C)C,608533,0
542,n1ccn(c1)C12CC3CC(C1)CC(C2)C3,323381,0
543,o1c(nc(C(O)=O)c1C)-c1ccccc1,318533,0
544,O=C1NC=C(c2c1cccc2)C(OC)=O,641184,0
545,O=C1N(C(N)=N)C(=Nc2c1cccc2)N,345651,0
546,O(C(=O)c1ccc(NCC#C)cc1)CC,305814,0
547,O1C(C)(C)C(N(c2ccccc2)C1=O)=C,303451,0
548,O(C(=O)C)c1cc2cc(n(c2cc1)C)C,595258,0
549,O=C(N)c1cc2nc(n(c2cc1)CC)C,292579,0
550,O1CCN(CC1)C(C#N)c1cccnc1,303572,0
551,n1nnn(Cc2ccccc2)c1N(C)C,333972,0
552,O=C1N(C=Cc2c1cccc2[N+](=O)[O-])C,311856,0
553,O=C1NN=C(c2c1cccc2)CC(O)=O,348621,0
554,Oc1ccc(cc1)C=C(C(=O)C)C(=O)C,334612,0
555,o1c(c2c(c1C)C(OC)=CC=CC2=O)C,595031,0
556,ClC1=Nn2c(nnc2)-c2c1cccc2,313633,0
557,Fc1ccccc1NC(=O)c1occc1,310140,0
558,Fc1cc(NC(=O)c2occc2)ccc1,306831,0
559,s1c2sc3c(c2nc1C)cccc3,645523,0
560,O1c2nc(N)c(C#N)c(N)c2CC1CO,331558,0
561,S1C(=Cc2c(cccc2)C1=O)C(O)=O,345560,0
562,O1CCN(CC1)C(=O)Nc1ccccc1,341876,0
563,S(CCCC)c1[nH]c2c(n1)cccc2,303515,0
564,s1c2c(CCCCCC2)c(C#N)c1N,601417,0
565,s1c2c(nc1C(OCC)=O)cccc2,640708,0
566,n1ccn(c1)Cc1c2c(ccc1)cccc2,588244,0
567,n1c2c(n(c1C)-c1ccccc1)cccc2,639427,0
568,O=C(NC1CC(CC(C1)C)(C)C)CC#N,304852,0
569,Clc1c2[nH]c(C)c(c2ccc1)CCN,601380,0
570,Fc1ccccc1C1=NOC(C1)C(O)=O,649545,0
571,O=C1N(c2c(C1)cccc2)c1ccccc1,314787,0
572,[nH]1c2c(nc1-c1ccc(N)cc1)cccc2,345677,0
573,[nH]1c2cc(N)ccc2nc1-c1ccccc1,348694,0
574,[nH]1c2c(nc1-c1cc(N)ccc1)cccc2,348695,0
575,[nH]1c-2c(CCc3c-2[nH]nc3)c2c1cccc2,645436,0
576,ClC=1n2c(nnc2C(C)(C)C)C=CC=1,324436,0
577,O(C)c1c(cccc1OC)CCC(O)=O,314929,0
578,O(C(=O)c1cc[nH]c1CC(=O)NC)CC,325181,0
579,N(=C(N)c1ccc(cc1)C)c1ccccc1,341821,0
580,Clc1ccc(cc1)C1(CCC1)C(O)=O,602761,0
581,Fc1cccc(F)c1C(=O)N1CCCC1,588246,0
582,Fc1c(cccc1F)C(=O)N1CCCC1,588093,0
583,O1C2C3C(C1CC2)C(=O)N(CCO)C3=O,303407,0
584,O1c2c(cc(N)cc2)-c2c(cccc2)C1=O,347218,0
585,S1C(C)C(=O)NC1c1ccc(F)cc1,580247,0
586,O=C1NC(=O)N=C(N)C1(C(CC)C)CC,587837,0
587,O=C1NC(=O)NC12CC(N(CC2C)C)C,607189,0
588,s1cccc1-c1oc(SCC)nn1,646055,0
589,O=C1N(CCCCCC(O)=O)C(=O)CC1,303580,0
590,O=C(C)c1c(n(nc1C)-c1ccccc1)C,607923,0
591,s1c2c(nc1C(=C(C)C)C#N)cccc2,650642,0
592,o1c2c(NC(=O)CCC2=O)c2c1cccc2,594943,0
593,OCCCCNc1c2c(ccc1)cccc2,646092,0
594,S(Cc1oc(cc1)C(O)=O)CC(O)=O,580398,0
595,O=C1C=C(Nc2c1cc(NC(=O)C)cc2)C,308136,0
596,O=C1NC(=O)N(Cc2ccccc2)C(=C1)C,309331,0
597,OC(=O)c1n(cnc1)C(C)c1ccccc1,297427,0
598,S1CCn2cc(nc12)-c1ccc(cc1)C,333037,0
599,Clc1cc(N=CN(C)C)ccc1Cl,300952,0
600,S(O)(=O)(=O)c1cc(ccc1N)C(O)=O,313533,0
601,O=C1C=C(Nc2c1cc(cc2)C(OC)=O)C,650576,0
602,O(CCNC(=O)NC)C(=O)NCCCC,650127,0
603,OC(C(C)(C)C)(C#Cc1ccc(nc1)C)C,312002,0
604,S1C(C(OCC)=O)=C(N(C)C1=S)C,341552,0
605,O(C(=O)C(=O)Nc1ccccc1C#N)CC,319444,0
606,O1CC=2C(CC1(C)C)=C(C#N)C(=O)NC=2C,594866,0
607,Oc1ccccc1C(=O)NN=C1CCCC1,310116,0
608,n1n(C(n2nc(cc2C)C)C)c(cc1C)C,644841,0
609,O=C(NCN1CCCCC1)c1cccnc1,649470,0
610,Clc1ccc(-n2nnc(C#N)c2N)cc1,332939,0
611,Clc1nc(NNC(=O)CCl)ccc1,324450,0
612,O=C1N(CC(C1)C(O)=O)Cc1cccnc1,652923,0
613,O=C1N(CC(=O)N)C(=O)C2C1C1CC2C=C1,315734,0
614,S1C(=Cc2c(cccc2)C1=O)C(OC)=O,345568,0
615,S1c2c(cccc2)C(=O)N=C1NC(=O)C,646071,0
616,s1ccnc1NC(Oc1ccccc1)=O,651148,0
617,O=C(Nc1ccccc1CC)NCCCC,295052,0
618,O=C(NC(C)(C)C)NCCc1ccccc1,306674,0
619,s1nc(SC)c(C(=O)N)c1SC,342564,0
620,O1C(=O)C(=Cc2[nH]ccc2)C(OC1(C)C)=O,332918,0
621,O=C1N(CC(O)=O)C(=O)C2C1C1CC2C=C1,315730,0
622,n1cncc(-c2cc3c(cc2)cccc3)c1N,321725,0
623,[nH]1nc(c(n1)-c1ccccc1)-c1ccccc1,613500,0
624,s1c2c(nc1NC(=O)NCC)cccc2,303439,0
625,S=C(N1CCCCC1)c1ccc(O)cc1,613467,0
626,s1nc(SC)c(C(O)=O)c1SC,613526,0
627,Brc1cc2c(cc(N)cc2)cc1,348404,0
628,O1\C(\c2c(cccc2)C1=O)=C/c1ccccc1,642371,0
629,OC(=O)C(NC(=O)c1cccnc1)C(C)C,299354,0
630,O=[N+]([O-])c1ccc(N2CCNCC2)cc1N,602112,0
631,[nH]1nc(nc1-c1ccccc1)-c1cccnc1,613699,0
632,S(CC(O)=O)c1[nH]c2c(n1)c(ccc2)C,601336,0
633,S1C(CN=C1Nc1ccc(OC)cc1)C,613778,0
634,O=C(NC1(CCCCC1)C#C)NC(C)(C)C,304923,0
635,ClC1=Nn2c(nnc2C(F)(F)F)C=C1,613657,0
636,Fc1cc(F)ccc1C(=O)Cn1ncnc1,588080,0
637,O1CCOc2c1cc(NCCC(O)=O)cc2,650034,0
638,[nH]1nc(nc1-c1ncccc1)-c1ncccc1,314836,0
639,S1c2c(N(CCC(O)=O)C1=O)cccc2,651861,0
640,O=C(C1NC1c1ccccc1)c1ccccc1,296660,0
641,N1(Cc2c(C1)cccc2)c1cc(cc(c1)C)C,613815,0
642,Clc1ccc(cc1)CNc1nnnn1C,580629,0
643,o1c2c(nc1-c1cc(N)ccc1)cc(cc2)C,348698,0
644,O(C)c1ccc(cc1)-c1[nH]c2c(n1)cccc2,345686,0
645,O=C(NCC(CCCC)CC)c1[nH]ncn1,580553,0
646,ClCC1Oc2nc(N)c(C#N)c(N)c2C1,331557,0
647,Fc1c(NC(=O)C)c(F)c(F)c(F)c1F,298206,0
648,O=C(NN)c1nc(nc(n1)N(C)C)N(C)C,602539,0
649,O=C(N(C)C)c1c2c3c(CCc3ccc2)cc1,602538,0
650,O=C1NC(=O)N=C(N)C1(C(CCC)C)CC,587838,0
651,Clc1ccc(cc1)C(=O)N1CCCOC1,646604,0
652,O1c2c(cccc2OC)C(=O)c2c1cccc2,300241,0
653,o1cccc1CN1C=Nc2c(cccc2)C1=O,332456,0
654,S1(=O)(=O)CCN(CC1)Cc1ncccc1,318461,0
655,[nH]1c2CCCCc2cc1-c1[nH]nc(N)c1C#N,648988,0
656,S1CCn2c1nc(-c1ccccc1)c2C#N,333044,0
657,Oc1ccccc1CNc1ccc(cc1C)C,292419,0
658,O=C1C=2CCCCCCC=2Nc2c1cccc2,607843,0
659,O(C)c1ccc(cc1)C(=O)Nc1cccnc1,327121,0
660,o1c-2c(nc1CCC)C(=O)Nc1c-2cccc1,608301,0
661,O1c2c(-c3n(CC)c(nc3C1=O)C)cccc2,648915,0
662,s1c(C(OCC)=O)c(nc1NC(=O)C)C,346929,0
663,Oc1cc2c3CCCC4NCCn(c34)c2cc1,608195,0
664,Clc1nc2n3CCCc3nc2nc1Cl,296409,0
665,o1cccc1C(=O)Nc1cc(ccc1)C(=O)C,315777,0
666,O1CC(NC12CCC(CC2)CC)(CO)CO,650043,0
667,O1c2cc(OCC=C(C)C)ccc2C=CC1=O,320362,0
668,O=C1NC(=O)NC=C1NCCc1ccccc1,309182,0
669,O(C(=O)CCCc1c2c([nH]c1)cccc2)CC,292652,0
670,N1(CCCC1)Cc1c(C)c(C)c(C)c(C)c1C,300921,0
671,O1c2c(C=C(C(=O)N)C1=N)cccc2OCC,319427,0
672,O=C(NC(C)(C)C)c1cc2nnn(c2cc1)C,644913,0
673,S1C(NC(OCC)=O)=C(N(C)C1=S)C,644837,0
674,o1nc(cc1-c1cc(OC)ccc1)C(OC)=O,650706,0
675,O=C1N(C(CC)C(O)=O)C(=O)c2c1cccc2,344256,0
676,O(C(=O)c1ccc(NC(=O)C2CC2)cc1)CC,310173,0
677,O=C1NCC(C1C(OCC)=O)c1ccccc1,313653,0
678,Fc1cc(NC(=O)c2cccnc2)ccc1F,648411,0
679,O=C1N(C(C(=O)N)C)C(=O)C2C1C1CC2C=C1,315735,0
680,S(=O)(=O)(Nc1cccnc1)c1ccccc1,339079,0
681,O=C(\C=C\c1ccccc1)\C=C\c1ccccc1,640180,0
682,OC(CNCCO)Cn1c2c(cccc2)cc1,644945,0
683,O1CCN(CC1)CC1Nc2c(OC1)cccc2,650697,0
684,ClCc1oc-2c(n1)C(=O)Nc1c-2cccc1,607883,0
685,O1CCOc2cc(NC(=O)C)c(cc12)C(=O)C,652324,0
686,O=C(N)C1C(=C1c1ccccc1)c1ccccc1,347384,0
687,N(=C(N)N)c1c2c(c3c(c1)cccc3)cccc2,344197,0
688,s1cc(nc1C)-c1cc(OC)c(OC)cc1,332398,0
689,s1c2CCCc2c2c1N=C(N(N)C2=O)CC,645444,0
690,s1c2CCCCCc2c2NC(=O)CCCc12,602122,0
691,Clc1nnc2Nc3c(Sc2c1)cccc3,327173,0
692,Clc1ccccc1Cn1nc(C)c(N)c1C,608335,0
693,O1c2c(OCC1)c(OC(=O)C)ccc2C(=O)C,601524,0
694,Oc1cc(O)ccc1C(=O)C(=O)CCCCC,322430,0
695,O1CC(=C(c2ccccc2)C1=O)c1ccccc1,344049,0
696,s1c2c(nc1NC(=O)CC)cc(OC)cc2,646635,0
697,N1c2c(N=C(CC1C)c1ccccc1)cccc2,613466,0
698,S(CCCC)c1n2c(nn1)N=C(C=C2C)C,650122,0
699,Clc1ccc(cc1)-c1nc2SCCn2c1,333033,0
700,O1CCOc2c1cc(cc2)C(=O)NCC(O)=O,646722,0
701,O(CC)c1ccc(NC(=O)CCC(O)=O)cc1,307455,0
702,O1CCOc2c1cc(NCCC(OC)=O)cc2,646626,0
703,O1C(=Nc2c(cccc2)C1=O)c1ccc(cc1)C,292612,0
704,O1c2c(C=C(c3ccc(N)cc3)C1=O)cccc2,310860,0
705,OC(=O)c1n(c2c(c1)cccc2)-c1ccccc1,646116,0
706,s1c(nnc1NC(=O)CCC)-c1occc1,646084,0
707,O1CCOc2cc([N+](=O)[O-])c(NC(=O)C)cc12,607170,0
708,O1C(CNC1=O)COc1ccc([N+](=O)[O-])cc1,340061,0
709,O(CC#N)c1nc(nc(n1)NCOC)N(C)C,614000,0
710,O=C(N)c1nc(nc(n1)NC(C)C)NC(C)C,647855,0
711,Clc1ccc(cc1)-c1nc(sc1)NCC,646058,0
712,n1cnc2n(cnc2c1N)CCc1ccccc1,309375,0
713,O=C1N2C(=Nc3c1cccc3)C(=CC=C2)C(O)=O,646625,0
714,O1C(Nc2ncccc2C)c2c(cccc2)C1=O,330526,0
715,O(C)c1ccc(cc1)C(=C)c1ccc(OC)cc1,316724,0
716,ClCC1OC(NC1)c1ccc(N(C)C)cc1,595212,0
717,O(C)c1ccc(cc1)C(=O)Nc1cc(ccc1)C,346046,0
718,OC(=O)c1c2CCCc2nc2c1cc(cc2)CC,649559,0
719,O=C(Nc1cc2c(cc1)cccc2)CCCCC,588524,0
720,Clc1cc(NC(=O)CCC(OC)=O)ccc1,647202,0
721,S1c2n(N=CC=C1c1ccccc1)c(nn2)C,647802,0
722,O=C1C2(CN3CC1(CN(C2)C3)C)c1ccccc1,608338,0
723,Clc1cc(NC(=O)N(CCO)C)c(cc1)C,340904,0
724,S(=O)(=O)(NC=1C(=O)N2NC=NC2=NC=1C)C,650629,0
725,o1c2c(cccc2)c(NC(=O)C)c1C(=O)C1CC1,608382,0
726,O1C=2N(c3c(cccc3)C(=O)C=2CCC1(C)C)C,336326,0
727,Brc1cc(NCC(=O)NN)ccc1,302654,0
728,O=C(Nc1[nH]ncn1)c1ccc(cc1)C(C)(C)C,595272,0
729,s1c2CCc3c(-c2nc1NC(=O)C)cccc3,346939,0
730,Clc1cc2NC(=O)N(c2cc1)c1ccccc1,649443,0
731,Brc1c(cccc1C(O)=O)C(O)=O,329530,0
732,o1cccc1C(=O)Nc1ccccc1C(OC)=O,310138,0
733,O=C1c2c(NC=C1C(OCC)=O)c(cc(c2)C)C,607981,0
734,O(C)c1c2NC(C3C(C=CC3)c2ccc1)C(O)=O,652912,0
735,O=C1N(C)C(=O)N(C)C(NCc2ccccc2)=C1,319814,0
736,S1(=O)(=O)Nc2c(cc(cc2)C)-c2c1cccc2,645483,0
737,s1c2cc([nH]c2cc1)C(=O)n1nc(cc1C)C,645515,0
738,o1ccc(COc2cc(C)c(cc2)C)c1C(O)=O,580604,0
739,OC(=O)c1cc2c3c4c(cc2)cccc4ccc3c1,334608,0
740,s1c(nc(C)c1C(=O)NCC)-c1ccccc1,650141,0
741,O=C(NC1CCCCC1)N(Cc1ccccc1)C,306664,0
742,Oc1[nH]c2c(cccc2)c1N=NC(=O)C(O)(C)C,595045,0
743,O=C1N(CC(C1)C(O)=O)c1ccccc1C(C)C,647180,0
744,Fc1ccc(NC(OC2=CC=CNC2=O)=O)cc1,323282,0
745,s1ccnc1NC(=O)c1ccccc1C(O)=O,315800,0
746,O=C(Nc1ccccc1)c1nc2c(cc1)cccc2,344116,0
747,o1cccc1-c1nc2c(n1C)cc1c(c2)cccc1,649492,0
748,S(CC(=O)N)c1nnc(n1C)-c1ccccc1,650047,0
749,o1ccc(C)c1C(=O)NCc1occc1C(O)=O,587741,0
750,O=C1C=C(Nc2ccccc2)c2c(cccc2)C1=O,344131,0
751,Clc1cc(ccc1)C(OC1=CC=CNC1=O)=O,324319,0
752,Fc1cc(Nc2nc(OC)nc(OC)n2)ccc1,329711,0
753,O=C1c2c(cccc2)C(=O)C1=C(O)c1ccccc1,341820,0
754,o1cccc1C1NC(=O)NC(C)=C1C(OCC)=O,613506,0
755,S(=O)(=O)(c1cc(O)ccc1O)c1ccccc1,640910,0
756,S(CC(=O)Nc1noc(c1)C)c1ncccn1,580624,0
757,O1CCCCOC12CCC(CC2)=C(C(=O)N)C#N,644914,0
758,O=C1Nc2c(cc(cc2)C)C(=NC1)c1ccccc1,613848,0
759,Oc1c2ncccc2c(cc1)CNc1ccccc1,644901,0
760,S(C(C(O)=O)C)c1[nH]c2cc(C)c(cc2n1)C,650588,0
761,O1C2C3C(C)C(=O)CCC3(CCC2C(C)C1=O)C,325292,0
762,O(C)c1ccc(cc1)C(=O)NCC(CN(C)C)C,646122,0
763,O=C1N(c2n(cnn2)C(=C1C#N)c1ccccc1)C,645501,0
764,OC(=O)c1[nH]c2c(cc(cc2)C)c1-c1ccccc1,647749,0
765,O=C1N(N=Nc2c1cccc2)c1cc(C)c(cc1)C,291819,0
766,O=C(C)C=1C=Nc2n(ncc2-c2ccccc2)C=1C,641891,0
767,Clc1cc(NC(=O)c2occc2)c(OC)cc1,310139,0
768,Clc1ccccc1C(=O)N(C)C1CCCCC1,306655,0
769,O1c2cc(ccc2OC1)C(=O)\C=C\c1ccccc1,643182,0
770,o1nc(nc1-c1cc(OC)ccc1)-c1ccccc1,619837,0
771,OC1N=C(c2c(NC1=O)cccc2)c1ccccc1,614001,0
772,OC(=O)c1cc2nc(n(c2cc1)-c1ccccc1)C,619926,0
773,s1cc(cc1)C1NC(=O)NC(C)=C1C(OC)=O,619850,0
774,s1c(C)c(C)c(C(OCC)=O)c1-n1nnnc1,646089,0
775,O=C1NC(Nc2c1cccc2)c1cc(ccc1C)C,292556,0
776,O=C(Nc1ccccc1)N1CCCc2c1cccc2,619848,0
777,O(Cc1nc2c(n1Cc1ccccc1)cccc2)C,646045,0
778,S1CC(N=C1Nc1ccc(OC)cc1)(CO)C,330535,0
779,n1c2n(cc1C13CC4CC(C1)CC(C3)C4)C=CC=C2,619867,0
780,s1c2N=C(SCC=C)NC(=O)c2c(C)c1C,619902,0
781,Clc1ccc(OCc2oc(cc2)C(O)=O)cc1,580501,0
782,Clc1ccccc1COC(=O)Cn1ncnn1,649441,0
783,Fc1ccc(F)cc1NC(=O)Nc1noc(c1)C,310231,0
784,O=[N+]([O-])c1cc2nn(cc2cc1)-c1ccc(cc1)C,620060,0
785,O=C1NC(=O)N(c2nc([nH]c12)NCCCOC)C,644854,0
786,O(C(=O)c1[nH]c(C)c(CCC(OC)=O)c1C)CC,291754,0
787,S(CCC(NC(=O)c1ccccc1)C(O)=O)C,295480,0
788,OC(=O)c1ccccc1C(=O)c1cc(C)c(cc1)C,304868,0
789,O1C(CN2CCN(CC2)C)=C(O)C(=O)C=C1CO,340034,0
790,S(Cc1cc(F)c(OC)cc1)c1nnnn1C,587511,0
791,O(C)c1cc(ccc1)-c1nc2n(N=C(C)C(=N2)C)c1,620319,0
792,O1CCN(CC1)c1ncnc2c1[nH]c1c2cccc1,620261,0
793,S1c2c(NC13c1c(NC3=O)cccc1)cccc2,332978,0
794,OC(=O)C1CCCCC1C(=O)N1CCN(CC1)C,306753,0
795,O=C(Nc1ccccc1)NCc1ccc(cc1C)C,307350,0
796,Clc1ccccc1C1NC(=O)CCC1[N+](=O)[O-],332175,0
797,O1c2c(cccc2)C(NC(OC)=O)c2c1cccc2,602501,0
798,O(C)c1cc(Nc2ncnc3n(ncc23)C)ccc1,644888,0
799,o1cccc1CNC=1n2ncnc2N=C2C=1CCC2,645518,0
800,s1c2cc(ccc2nc1-c1ccccc1)C(O)=O,620459,0
801,S(=O)(=O)(N1CCCC1CO)c1ccc(cc1)C,297354,0
802,S(CC(O)=O)c1nnc(n1C)C1CCCCC1,651175,0
803,Clc1ccccc1-c1[nH]nc(n1)-c1ccccc1,644851,0
804,Clc1ccc(N2C=Nc3c(cccc3)C2=O)cc1,328621,0
805,Clc1cc(N2C=Nc3c(cccc3)C2=O)ccc1,322321,0
806,o1c(NCC)c(nc1COc1cc(ccc1)C)C#N,645490,0
807,O(C)c1ccccc1NC(=O)Nc1ncccc1C,651733,0
808,S(=O)(=O)(N(Cc1ccccc1)CCC(O)=O)C,646687,0
809,S(=O)(=O)(n1c2c(cccc2)cc1)c1ccccc1,315017,0
810,O(CCCNc1nnc(cc1)-c1ccccc1)CC,648956,0
811,O=C(Nc1ncccn1)C12CC3CC(C1)CC(C2)C3,331249,0
812,S(CC(O)=O)C=1NC(=O)C(CCCC)=C(O)N=1,607792,0
813,S1CC2NC(=O)NC2C1CCCCC(OC)=O,607702,0
814,S(CC)C=1c2n(c3CCCCc3c2)C(=O)C=1C#N,650150,0
815,O1c2c(C3=C(CCC(C3)C)C1(C)C)c(O)cc(c2)C,293175,0
816,OC(CN1CCCCC1)c1c2c(n(c1)C)cccc2,315014,0
817,Clc1cc(N2C(=O)C(C#N)=C(C=C2C)C)ccc1,647234,0
818,O=C1N(C)C(=O)N(C)C(N)=C1C(=O)c1ccccc1,322349,0
819,O1c2cc(ccc2OC1)\C=C\C(=O)N1CCCCC1,641115,0
820,O(C(=O)Cn1nc(C)c(-c2ccccc2)c1N)CC,646030,0
821,s1nc(SCCCCCC)nc1NC(=O)C,647253,0
822,Clc1cc2c(noc2-c2ccc(OC)cc2)cc1,347292,0
823,O1C(=Cc2oc3cc(OC)c(OC)cc3c2C1=O)C,301742,0
824,o1c(ccc1COc1ccc(cc1)C(C)C)C(O)=O,580499,0
825,O1CCN(CC1)C=1n2nnnc2N=C2C=1CCCC2,652418,0
826,O=C(Nc1c(cc(cc1C)C)C)NC1CCCCC1,306583,0
827,o1nc(-c2ccccc2)c(C(OC)=O)c1C(OC)=O,608690,0
828,S1(=O)(=O)CC(NC(OC2CCCCC2)=O)CC1,649471,0
829,Clc1ccccc1NC(=O)COc1ccccc1,309534,0
830,n1c2c(n(c1)CCn1c3c(nc1)cccc3)cccc2,639431,0
831,O(CCCC)c1cc(ccc1)C1(CCCC1)C(O)=O,595010,0
832,Clc1ccccc1OCC(=O)Nc1cccnc1,309188,0
833,o1nc(-c2ccccc2)c(C(=O)c2ccccc2)c1C,318529,0
834,O=C(Nc1c2ncccc2ccc1)Nc1ccccc1,650699,0
835,n1c(c(nnc1NN)-c1ccccc1)-c1ccccc1,601464,0
836,S(CC(O)=O)c1cc(nc2c1cc(OC)cc2)C,649455,0
837,S(CC(=O)N)C1=Nc2c(cccc2)C(=O)N1CC,651845,0
838,Clc1cc(Cl)c(OCC(OCC)=O)cc1N,302768,0
839,S(Cc1ccc(cc1)CC(O)=O)c1oc(nn1)C,652988,0
840,S1CCn2c3c(nc12)N(C)C(=O)N(CC=C)C3=O,649508,0
841,O(C)c1ccc(cc1)C1=[N+]([O-])C(N(O)C1(C)C)(C)C,595041,0
842,o1cccc1C(OC(C(=O)NC1CCCCC1)C)=O,650017,0
843,o1c2c(CCCC2)c(C(=O)NCCCC(O)=O)c1C,595720,0
844,Fc1cc(C(=O)CCC)c(cc1N1CCOCC1)C,613853,0
845,s1c2nc(SCC(C)=C)nc(N)c2c(C)c1C,650599,0
846,O(C(=O)c1ccc(-n2nnnc2)cc1)c1ccccc1,646598,0
847,O1CCN(CC1)C(=O)Nc1cc(OC)c(OC)cc1,299417,0
848,O=C1N=C(NC(=O)C)C=CN1CC(=O)N(CC)CC,296597,0
849,s1cccc1C1NC(=O)NC(C)=C1C(OCC)=O,332931,0
850,OC(C)c1nc2c(n1Cc1ccccc1C)cccc2,646628,0
851,O=C(Nc1ccncc1)C1(CCCC1)c1ccccc1,648906,0
852,S1CN(CN(Cc2ccccc2)C1=S)C(C)C,295583,0
853,o1c(nnc1-c1ccncc1)-c1ccc(OCC)cc1,647166,0
854,o1nc(NC(=O)Nc2c3c(ccc2)cccc3)cc1C,306162,0
