Experimental inhibitory activities against 3CLpro,,,
,,,
Sr. no. ,Molecular_SMILES,PubChem-CID,Experimental_activities (Active-1/Inactive-0)
259,Brc1cc(C(=O)\C=C\c2ccccc2OC)c(OC(=O)c2occc2)cc1,5734490,1
260,S(=O)(=O)(Nc1cc(ccc1)C(F)(F)F)c1c2c(oc1C)c(F)c(F)c(F)c2F,2739954,1
261,o1nc(N)c(n1)-n1nnc(C(=O)N\N=C\c2ccc(N(CC)CC)cc2O)c1C(C)C,135484279,1
262,ClC=1C(=O)N(N=CC=1Nc1ccc(cc1)C)C12CC3(CC(C1)CC(C3)C2)CC(O)=O,9551063,1
263,O=C(NNC(=O)CCC(=O)Nc1ccc(cc1C)C)C(c1ccccc1)c1ccccc1,1632360,1
264,Clc1ccc(cc1)/C(=N/S(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)/N,5713900,1
265,o1cccc1C(=O)N(C(C(=O)NC1CCCC1)c1cccnc1)c1ccc(cc1)C(C)C,3196509,1
266,Clc1cc(-n2nc3c(CS(=O)(=O)C3)c2NC(=O)c2cc3OCOc3cc2)ccc1,4438422,1
267,o1c(ccc1C)C(=O)C=1C(N(Cc2cccnc2)C(=O)C=1O)c1ccc(OC(C)C)cc1,2951459,1
268,s1c(nnc1NS(=O)(=O)c1ccc(NC(=O)\C=C\c2ccc(F)cc2)cc1)CC,6246323,1
269,s1cc(cc1)CN(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C(C)C)cc1,46861533,1
270,o1cccc1C(=O)N([C@@H](C(=O)NC(C)(C)C)c1cccnc1)c1ccc(cc1)C(C)(C)C,46897844,1
271,o1cccc1C(=O)N(C(C(=O)NC(C)(C)C)c1cccnc1)c1ccc(cc1)C(C)(C)C,44634772,1
272,Clc1cc(ccc1NC(C(C)C)C(OCC(=O)Nc1noc(c1)C)=O)C(F)(F)F,2997527,1
273,S(=O)(=O)(Nc1cc(ccc1)C(F)(F)F)c1ccc(cc1)C(=O)NCc1ccccc1,2083279,1
274,O(C(C)(C)C)C(=O)CNC(=O)c1[nH]cnc1C(=O)NC(c1ccccc1)c1ccccc1,24789497,1
275,o1cccc1C(=O)N(C(C(=O)NC(C)(C)C)c1ccnnc1)c1ccc(cc1)C(C)(C)C,51003635,1
276,o1cccc1C(=O)N(C(C(=O)NC(C)(C)C)c1nccnc1)c1ccc(cc1)C(C)(C)C,51003636,1
277,n1n(c(N)c(C(c2c(nn(c2N)-c2ccccc2)C)c2ccccc2)c1C)-c1ccccc1,4447969,1
278,Brc1cc(ccc1)C1=NOC(C1)C(=O)Nc1cc(OC)c(OC)c(OC)c1,3158067,1
279,Brc1cc2c(N=C(N(CC(=O)NN)C2c2ccccc2)c2ccccc2)cc1,2870396,1
280,OC=1c2c(cccc2)C(=O)C=1C1=NC(C2C1C(=O)N(C2=O)c1ccccc1)c1ncccc1,135435911,1
281,S(=O)(=O)(N1CCN(S(=O)(=O)c2cc3OCCOc3cc2)CC1)c1ccc(cc1)C,644661,1
282,s1c2nc(nc(N3CCC(CC3)C)c2c(C)c1C(=O)Nc1cc2OCCOc2cc1)C,4137407,1
283,Clc1cc(ccc1)\C=C\1/SC(=S)N(CCC(=O)N2CCCCC2CCO)C/1=O,6236746,1
284,Brc1ccc(NC(=O)COn2nnc3c2cc(S(=O)(=O)C)cc3)cc1C,2515806,1
285,S(=O)(=O)(N1CC(CCC1)C(=O)Nc1ccc(cc1)CC)c1cc2C=CC(=O)Nc2cc1,16019819,1
286,S(=O)(=O)(N(C(=O)C)c1ccc(cc1)C(F)(F)F)c1ccc(N2C(=O)CCC2=O)cc1,2808586,1
287,FC(F)(F)c1cc(Nc2ncccc2C(=O)N(CC(=O)Nc2ccc(cc2)C)C)ccc1,24820042,1
288,s1nc2c(n1)cccc2S(=O)(=O)N1CC(CCC1)C(=O)N1c2c(CC1C)cccc2,3240186,1
289,Brc1cc(C2N(CCc3c2cc(OC)c(OC)c3)C(=O)CCl)c(F)cc1,3912197,1
290,Clc1ccccc1C(=O)NC(=S)Nc1ccc(NC(=O)c2cc(Cl)ccc2)cc1,1341336,1
291,ClC(Cl)(Cl)C(NC(=O)c1ccccc1C)NC(=S)Nc1ccc(cc1C)C,2829992,1
292,s1cc(cc1)CN(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C2CCC2)cc1,46861531,1
293,o1cccc1C(=O)N(C(C(=O)NC1CCCC1)c1cccnc1)c1ccc(cc1)C(CC)C,3196508,1
294,S(=O)(=O)(\N=C\1/C=C(Nc2cc(ccc2)C(O)=O)C(=O)c2c/1cccc2)c1ccc(cc1)C,5824722,1
295,S(=O)(=O)(\N=C\1/C=C(Nc2ccccc2C)C(=O)c2c/1cccc2)c1ccc(cc1)C(O)=O,6023693,1
296,S(CC(=O)c1ccc(cc1)C)c1nnc(n1Cc1occc1)CNc1ccc(cc1C)C,652480,1
297,o1nc(N)c(n1)-n1nnc(C(=O)N\N=C\c2cc(OC)ccc2)c1CN(C)c1ccccc1,9662819,1
298,o1c(ccc1C)C(N(C(=O)Cn1nnc2c1cccc2)c1ccccc1)C(=O)NCCOC,3211933,1
299,s1cc(cc1)CN(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C(C)(C)C)cc1,46861529,1
300,S(=O)(=O)(N(CC1=Cc2c(NC1=O)cc(cc2)C)c1ccc(OCC)cc1)c1ccccc1,4911266,1
301,Clc1ccccc1\C=C\C(=O)Nc1ccc(S(=O)(=O)Nc2sc(nn2)CC)cc1,1312344,1
302,S(=O)(=O)(n1nc(cc1N)-c1cc(OC)c(OC)cc1)c1c(F)c(F)c(F)c(F)c1F,3237441,1
303,s1nnc(c1)C(=O)N(C(C(=O)NC1CCCC1)c1cccnc1)c1ccc(cc1)C(C)C,3221960,1
304,FC(F)(F)c1ccc(NC(=O)N2CCNC(=O)C2CC(=O)Nc2ccc(OC)cc2)cc1,2813012,1
305,S(=O)(=O)(N(CC1=Cc2c(NC1=O)cccc2)c1ccc(OC)cc1)c1ccc(OC)cc1,4900532,1
306,S\1c2c(NC(=O)/C/1=C\c1cc(ccc1)C)cc(cc2)C(=O)N1CCC(CC1)C(OCC)=O,24789625,1
307,S(=O)(=O)(Nc1cc(ccc1)C(F)(F)F)c1ccc(cc1)C(=O)NCc1ccc(F)cc1,2561190,1
308,S(=O)(=O)(Nc1ccc(OC)cc1)c1cc2nc(oc2cc1)Nc1cc2OCCOc2cc1,2108058,1
309,S(=O)(=O)(N1CCN(CC1)C(=O)C1=CC(=O)Nc2c1cccc2)c1c(C)c(cc(C)c1C)C,2417657,1
310,Clc1cc(NC(=O)Nc2ccc(S(=O)(=O)Nc3onc(C)c3C)cc2)ccc1Cl,1188014,1
311,S(=O)(=O)(Nc1ccc(cc1)C(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(noc1C)C,24789460,1
312,s1cc(cc1)C(N(C(=O)Cc1cccnc1)c1ccc(OCF)cc1)C(=O)NC(C)(C)C,44634821,1
313,O1c2c(Oc3c(c(cc(OC)c3)C(=O)CCCC)C1=O)c(CCCCC)c(C(O)=O)c(O)c2,73157,1
314,S(CCOc1ccc(OC)cc1)c1nnc(n1C)C(NC(=O)Cc1ccc(OC)cc1)C,2966450,1
315,Brc1cc(\C=N\NC(=S)Nc2cc(S(=O)(=O)N(C)C)ccc2)c(O)cc1,135684269,1
316,s1cc(-c2ccc(cc2C)C)c(C(OCCC)=O)c1NC(=O)C1C2OC(CC2)C1C(O)=O,4187185,1
317,Brc1cc2c(N=C(N(CC(=O)NN)C2c2ccccc2)CN2CCOCC2)cc1,2870407,1
318,O1CCCC1Cn1nnnc1CN(CC1=Cc2cc(ccc2NC1=O)C)CCc1ccccc1,645365,1
319,O1c2cc(ccc2OC1)\C=C(\NC(=O)c1ccccc1)/C(=O)N\N=C\c1cc(OC)c(O)cc1,135497987,1
320,Clc1cc(cnc1NC(=O)CSc1sc(nn1)Nc1ccccc1C)C(F)(F)F,4175307,1
321,Clc1cc2c(oc(C(=O)Nc3ccc(S(=O)(=O)Nc4onc(C)c4C)cc3)c2C)cc1,986562,1
322,S(=O)(=O)(\N=C\1/C=C(Nc2ccc(cc2)C(O)=O)C(=O)c2c/1cccc2)c1ccc(cc1)CC,5824720,1
323,S(=O)(=O)(Nc1nc2c(nc1)cccc2)c1ccc(NC(=O)c2ccc(cc2)C(C)(C)C)cc1,1009382,1
324,S(CC(=O)Nc1cc2OCOc2cc1)c1nnc(n1-c1ccc(cc1)C)Cc1n(ccc1)C,3239069,1
325,Fc1ccccc1N1C(=O)\C(=C\c2c3c(n(c2)CC(=O)N(CC)CC)cccc3)\C(=O)NC1=O,24761221,1
326,s1c(nnc1S(=O)(=O)N(CC)c1ccc(OC)cc1)NC(=O)COc1ccc(cc1)C,22518136,1
327,s1cc(cc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(N)cc1)C(=O)NC(C)(C)C,45382033,1
328,ClC(F)(F)Oc1ccc(NC(=O)CSC=2NC(=O)C(C#N)=C(N=2)c2ccccc2)cc1,135403580,1
329,S=C1Nc2c(ccc(c2)C(=O)Nc2ccc(OC)cc2)C(=O)N1c1ccc(OC)cc1OC,16195219,1
330,s1cccc1CN(C(C(=O)NCCOC)c1ccccc1)C(=O)Cn1nnc2c1cccc2,651774,1
331,Brc1cc(S(=O)(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)c(nc1)N,22515899,1
332,Clc1ccc(cc1)C(=O)N1CCN(CC1)c1ccccc1NC(=O)c1cc([N+](=O)[O-])ccc1,2949086,1
333,Brc1ccc(cc1)C[C@H](NC(OCC1c2c(-c3c1cccc3)cccc2)=O)C(O)=O,2734449,1
334,Clc1cc(NC(=S)NC(NC(OCc2ccccc2)=O)C(Cl)(Cl)Cl)ccc1,3091264,1
335,ClCC(=O)N(Cc1cc(OC)c(OC)cc1)CCC(c1ccc(OC)cc1)c1ccccc1,3735802,1
336,S(=O)(=O)(C=1C(=O)Nc2c(ccc(c2)C(=O)Nc2cc(F)ccc2)C=1O)c1ccc(OC)cc1,54688584,1
337,S(=O)(=O)(C1CON(C)C1c1cc(OC)c(OCc2ccc(OC)cc2)cc1)c1ccccc1,3794723,1
338,O1c2c(-c3c(cccc3)C1=O)ccc(OCC(=O)N[C@@H](Cc1c3c([nH]c1)cccc3)C(O)=O)c2C,1768585,1
339,S1\C(=C/c2ccccc2OC)\C(=O)N(CCC(=O)NNC(=O)c2ccccc2OC)C1=S,5756577,1
340,S(=O)(=O)(N(CC(=O)NCc1cc(OC)ccc1)c1ccc(cc1)C(C)C)c1c(noc1C)C,16007641,1
341,S(=O)(=O)(N1CCN(CC1)C(=O)c1cc([N+](=O)[O-])c(N2CCCC2)cc1)c1cc(ccc1C)C,24819855,1
342,Fc1ccc(NC(=O)C(N(C(=O)Cn2nnc3c2cccc3)C2CC2)c2cc(OC)ccc2)cc1,3202425,1
343,S(=O)(=O)(Nc1cc(cc(c1)C)C)c1cc2c(NC=C(C(=O)N3CCc4c3cccc4)C2=O)cc1,12005302,1
344,S(CC(=O)NC(C(O)=O)(c1ccccc1)c1ccccc1)c1nnnn1-c1cc(C)c(cc1)C,1250233,1
345,Clc1cc(cnc1NC(=O)CSc1sc(nn1)Nc1cccc(C)c1C)C(F)(F)F,2385601,1
346,Brc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)Nc3sccn3)cc2)cc1,1891999,1
347,S(=O)(=O)(\N=C\1/C=C(Nc2ccc(cc2)C(O)=O)C(=O)c2c/1cccc2)c1c(cc(cc1C)C)C,9609431,1
348,S(CC(=O)Nc1ccc(OCC)cc1)C=1NC(=O)C=C(N=1)NS(=O)(=O)c1ccc(cc1)C,135531840,1
349,s1c(c(nc1N(Cc1ccccc1)C(=O)CSCC(O)=O)-c1ccccc1)-c1ccccc1,4586109,1
350,Clc1ccc(cc1-c1oc(cc1)\C=N\NC(=O)C(O)(c1ccccc1)c1ccccc1)C(O)=O,6880919,1
351,FC(F)(F)C(O)(C(F)(F)F)c1cc(c2c(cccc2)c1N)C(O)(C(F)(F)F)C(F)(F)F,4395364,1
352,o1nc(N)c(n1)-n1nnc(C(=O)N\N=C\c2ccc(OC(C)C)cc2)c1CN(C)c1ccccc1,9637339,1
353,S(=O)(=O)(N1CCOC1CNC(=O)C(=O)NCCc1ccccc1)c1cc2OCCOc2cc1,16812389,1
354,s1cccc1CN(C(C(=O)NCc1occc1)c1occc1)C(=O)Cn1nnc2c1cccc2,3206178,1
355,O(C)c1ccc(N(C(=O)Cn2nnc3c2cccc3)C2(CCCCC2)C(=O)NC2CCCC2)cc1,1083882,1
356,Fc1ccccc1N1C(=O)\C(=C\c2c3c(n(c2)CC(=O)N2CCOCC2)cccc3)\C(=O)NC1=O,5897880,1
357,O(CC(=O)Nc1cc(ccc1NC(=O)COc1cc(C)c(cc1)C)C(O)=O)c1cc(C)c(cc1)C,2193552,1
358,Brc1cc(cnc1)C(=O)N1CCN(S(=O)(=O)c2ccccc2C(F)(F)F)CC1,2406331,1
359,s1c(C(OC)=O)c(nc1N1C(C(C(=O)c2oc(cc2)C)=C(O)C1=O)c1ccc(OCC)cc1)C,4679126,1
360,o1cccc1C(N(C(=O)Cn1nnc2c1cccc2)CCc1ccccc1)C(=O)NCc1occc1,655942,1
361,Clc1ccc(S(=O)(=O)N(C)c2cc(S(=O)(=O)Nc3ccc(F)cc3)ccc2OC)cc1,2974727,1
362,Brc1ccccc1C(=O)Nc1sc(S(=O)(=O)N(Cc2ccc(F)cc2)C)nn1,16034541,1
363,s1cccc1C(N(Cc1ccccc1)C(=O)Cn1nnc2c1cccc2)C(=O)NCc1occc1,654498,1
364,S1N=C(S(=O)(=O)CC(C)C)N2C1=NC(=O)/C(=C\c1ccc(OC(=O)c3occc3)cc1)/C2=N,24789769,1
365,S(=O)(=O)(N(CC(=O)Nc1ccc(cc1)CC)c1ccc(OCC)cc1)C=1C(=O)NC(=O)NC=1C,20862125,1
366,Clc1cc(NC(=O)CCc2ccc(S(=O)(=O)NCC(C)C)cc2)c(Oc2ccccc2)cc1,1007780,1
367,S1c2c(NC(=O)C1C)cc(S(=O)(=O)CCC(=O)N1CCN(CC1)c1cc(ccc1C)C)cc2,22551764,1
368,S(=O)(=O)(N(CC(=O)NCCSCc1occc1)c1ccc(OCC)cc1)c1ccc(cc1)C,2915854,1
369,S(c1ccccc1NC(=O)c1ccc(cc1)CN(S(=O)(=O)C)c1ccccc1)c1ccccc1,1295693,1
370,Clc1ccc(NC(=O)CN(S(=O)(=O)c2ccccc2)c2ccccc2OC)cc1C(OC)=O,1295791,1
371,O(C)c1c(OC)cc(cc1OC)C(=O)Nc1ccc(N2CCN(CC2)C(=O)c2ccc(cc2)C)cc1,2958977,1
372,s1cc(cc1)C(N(C(=O)Cn1nnc2c1cccc2)c1c(cc(cc1C)C)C)C(=O)NC(C)(C)C,3197965,1
373,S(=O)(=O)(Nc1nc(OC)nc(OC)c1)c1ccc(NC(=S)NC(=O)c2ccc(F)cc2)cc1,1936560,1
374,s1c(cc(C(=O)N)c1NC(=O)Cc1sc(S(=O)(=O)N2CCOCC2)cc1)-c1ccccc1,2121076,1
375,S(=O)(=O)(Nc1ccccc1-c1ccccc1NS(=O)(=O)c1ccc(cc1)C)c1ccc(cc1)C,1010988,1
376,Fc1cc(N2C(=O)[C@@]3(N([C@@H]([C@H]4[C@@H]3C(=O)N(C3CCCCC3)C4=O)c3ccc(F)cc3)C2=O)C)ccc1,24790050,1
377,s1cccc1CN(C(C(=O)NCCOC)c1cc(OC)ccc1)C(=O)Cn1nnc2c1cccc2,649398,1
378,s1c2c(N=C(SCC(=O)Nc3ccc(cc3)C(C)C)N(Cc3ccc(cc3)C(O)=O)C2=O)cc1,4189659,1
379,Clc1cc(Cl)c(OC(C)C)cc1NC(=O)CSCC(=O)Nc1cc(ccc1)C(F)(F)F,1475477,1
380,o1cccc1C(N(C(=O)Cn1nnc2c1cccc2)c1cc2CCCc2cc1)C(=O)NCc1occc1,649868,1
381,Clc1ccc(NC(=S)N(Cc2c(n(nc2C)C)C)C2CC(=O)N(C2=O)c2cc(ccc2)C)cc1,4077726,1
382,Clc1cc(C)c(OC(C(=O)Nc2ccc(S(=O)(=O)Nc3nc4c(nc3)cccc4)cc2)C)cc1,3590295,1
383,o1c(ccc1C)C(N(C(=O)Cn1nnc2c1cccc2)c1ccccc1OC)C(=O)NCc1occc1,648736,1
384,o1c(ccc1C)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(OC)cc1)C(=O)NCc1occc1,644611,1
385,o1cccc1CN(C(C(=O)NCc1occc1)c1cc(OC)ccc1)C(=O)Cn1nnc2c1cccc2,3206295,1
386,s1cccc1C(N(Cc1ccc(cc1)C)C(=O)Cn1nnc2c1cccc2)C(=O)NCc1occc1,645492,1
387,s1cc(cc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C)cc1)C(=O)NC(C)(C)C,45382022,1
388,Brc1cc(C(c2c3c([nH]c2C(O)=O)cccc3)c2c3c([nH]c2C(O)=O)cccc3)c(O)cc1,2965851,1
389,S(=O)(=O)(N1CCOC1CNC(=O)C(=O)NCCc1ccccc1OC)c1cc2OCCOc2cc1,16825531,1
390,Fc1cc(N2C(=O)[C@@]3(N([C@@H]([C@H]4[C@@H]3C(=O)N(C3CCCCC3)C4=O)c3ccc(F)cc3)C2=O)CC)ccc1,24790041,1
391,O=C(NC(CC)(C)C)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C)cc1)c1n(ccc1)C,3198732,1
392,Fc1cc(ccc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C)cc1)C(=O)NC(C)(C)C,46897845,1
393,ClC1=CC(P(OC(C)C)(OC(C)C)=O)(NS(=O)(=O)c2ccc(Cl)cc2)C=C(Cl)C1=O,1949127,1
394,s1cc(cc1)C(N(C(=O)Cn1c2c(nc1)cccc2)c1ccc(NC(=O)CC)cc1)C(=O)NC(C)(C)C,45382035,1
395,Brc1cc(cc(Br)c1NC(=O)COn1nnc2c1cc(S(=O)(=O)C)cc2)C,2514618,1
396,s1cc(cc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)CC)cc1)C(=O)NC(C)(C)C,45382031,1
397,O=C1C2(CN(CC1(CN(C2)C(=O)c1ccccc1[N+](=O)[O-])C(C)C)C(=O)c1ccccc1[N+](=O)[O-])C(C)C,1420934,1
398,Brc1cc2c(N=C(N(CC(=O)NN)C2c2ccccc2)c2cc(OC)c(OC)cc2OC)cc1,3129448,1
399,Oc1ccc(cc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C)cc1)C(=O)NC(CC)(C)C,3198832,1
400,s1cc(cc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C2CC2)cc1)C(=O)NC(C)(C)C,46861522,1
401,s1cc(cc1)C(N(C(=O)Cn1c2c(nc1)cccc2)c1ccc(NC(=O)C(C)C)cc1)C(=O)NC(C)(C)C,45382036,1
402,s1cc(cc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C(C)C)cc1)C(=O)NC(C)(C)C,45382032,1
403,s1cc(cc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NS(=O)(=O)C)cc1)C(=O)NC(C)(C)C,45382030,1
404,Oc1cc(ccc1O)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C)cc1)C(=O)NC1CCCC1,3178307,1
405,O(C(C)(C)C)C(=O)[C@@H](NC(=O)c1nc[nH]c1C(=O)NCc1ccc(cc1)CNC(OC(C)(C)C)=O)CC(C)C,24789267,1
406,s1cc(cc1)CN(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C2CC2)cc1.FC(F)(F)C(O)=O,69361347,1
407,O\1c2c(ccc(OCC(=O)N3Cc4c(C[C@H]3C(O)=O)cccc4)c2)C(=O)/C/1=C/c1cc(OC)c(OC)cc1OC,16404473,1
408,s1cc(cc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C(C)(C)C)cc1)C(=O)NC(C)(C)C,46861521,1
409,FC(F)(F)c1cc(NC(=O)NCCNC(=O)c2cc(OCC(F)(F)F)ccc2OCC(F)(F)F)ccc1,3293421,1
410,FC(F)(F)C(O)=O.o1cccc1C(=O)N(C(C(=O)NC(C)(C)C)c1ccncc1)c1ccc(cc1)C(C)(C)C,51003640,1
411,FC(F)(F)C(O)=O.o1cccc1C(=O)N([C@H](C(=O)NC(C)(C)C)c1cccnc1)c1ccc(cc1)C(CC)C,46897839,1
412,FC(F)(F)C(O)=O.o1ccnc1C(=O)N(C(C(=O)NC(C)(C)C)c1cccnc1)c1ccc(cc1)C(C)(C)C,46897837,1
413,FC(F)(F)C(O)=O.O=C(N(C(C(=O)NC(C)(C)C)c1cncnc1)c1ccc(cc1)C(C)(C)C)c1[nH]cnc1,46897830,1
414,Fc1cc(ccc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C)cc1)C(=O)NCc1ccccc1,46897848,1
415,S(=O)(=O)(N1CCC(CC1)C=1NC(=O)c2nnn(c2N=1)Cc1ccc(OC(F)(F)F)cc1)c1ccccc1F,135693201,1
416,S(=O)(=O)(Nc1ccccc1C(O)=O)c1cc([N+](=O)[O-])c(NNC(=S)Nc2ccc(OC(F)F)cc2)cc1,4836362,1
417,Brc1cc(Br)c(OCC(=O)N\N=C(\CC(=O)Nc2ccc(NC(=O)C)cc2)/C)cc1C,9596269,1
418,O1CCCC1CNC(=O)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C)cc1)c1ccc(OC)cc1,3191469,1
419,O1CCCC1CNC(=O)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C)cc1)c1cc(OC)ccc1,3191728,1
420,s1cc(cc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)c2oncc2)cc1)C(=O)NC(C)(C)C,46861525,1
421,O(Cc1ccccc1)C(=O)[C@@H](NC(=O)c1nc[nH]c1C(=O)N[C@@H](CC(C)C)C(OC(C)(C)C)=O)Cc1ccccc1,24792919,1
422,Brc1cc(C(c2c3c([nH]c2C(O)=O)cccc3)c2c3c([nH]c2C(O)=O)cccc3)c(OCC(O)=O)cc1,2966254,1
423,FC(F)(F)C(O)=O.o1cccc1C(=O)N(C(C(=O)NC(C)(C)C)c1cccnc1)c1ccc(cc1)-c1ccccc1,53308733,1
424,FC(F)(F)C(O)=O.o1cccc1C(=O)N(C(C(=O)NC(C)(C)C)c1cccnc1)c1ccc(cc1)-c1cncnc1,53308719,1
425,Brc1cc(N2C(=O)[C@@]3(N([C@@H]([C@H]4[C@@H]3C(=O)N(C3CCCCC3)C4=O)c3ccc(Cl)cc3)C2=O)C)ccc1,24790407,1
426,s1cc(cc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C2CCCCC2)cc1)C(=O)NC(C)(C)C,46861524,1
427,S(=O)(=O)(NC(=O)c1cc(OC)c(cc1)Cc1c2cc(NC(OC3CCCC3)=O)ccc2n(c1)C)c1ccccc1C,5717,1
428,Fc1cc(ccc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C2CC2)cc1)C(=O)NCc1ccccc1,49849273,1
429,O(C(C)(C)C)C(=O)[C@@H](NC(=O)c1nc[nH]c1C(=O)NCc1ccc(cc1)CNC(OC(C)(C)C)=O)Cc1ccccc1,24789481,1
430,Fc1cc(ccc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C(C)C)cc1)C(=O)NCc1ccccc1,49849272,1
431,FC(F)(F)C(O)=O.o1cccc1C(=O)N(C(C(=O)NC(C)(C)C)c1cccnc1)c1ccc(cc1)Cc1ccccc1,51003649,1
432,Clc1oc(cc1)C(=O)N(C(C(=O)NC(C)(C)C)c1cccnc1)c1ccc(cc1)C(C)(C)C.FC(F)(F)C(O)=O,46897835,1
433,FC(F)(F)C(O)=O.o1cccc1C(=O)N(C(C(=O)NC(C)(C)C)c1cccnc1)c1ccc(cc1)-c1c(noc1C)C,53308729,1
434,O1CCCC1CNC(=O)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C)cc1)c1cccc(OC)c1OC,3191638,1
435,O1CCCC1CNC(=O)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C)cc1)c1ccc(OC)cc1OC,3191502,1
436,Fc1cc(ccc1)C(N(C(=O)Cn1nnc2c1cccc2)c1ccc(NC(=O)C2CCC2)cc1)C(=O)NCc1ccccc1,49849274,1
437,O(Cc1ccccc1)C(=O)[C@@H](NC(=O)c1nc[nH]c1C(=O)N[C@@H](Cc1ccccc1)C(OC(C)(C)C)=O)Cc1ccccc1,24789276,1
438,FC(F)(F)C(O)=O.o1cccc1C(=O)N(C(C(=O)NC(C)(C)C)c1cccnc1)c1ccc(OCc2ccccc2)cc1,53308709,1
439,Ic1cc([N+](=O)[O-])cc2c1NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)C)CC(=O)N)C(=O)N,9549963,1
440,Fc1c(cccc1F)-c1ccc(N(C(C(=O)NC(C)(C)C)c2cccnc2)C(=O)c2occc2)cc1.FC(F)(F)C(O)=O,53308717,1
441,O(Cc1ccccc1)C(=O)[C@@H](NC(=O)c1nc[nH]c1C(=O)NCc1ccc(cc1)CNC(OC(C)(C)C)=O)Cc1ccccc1,24789504,1
442,FC(F)(F)C(O)=O.o1cccc1C(=O)N(C(C(=O)NC(C)(C)C)c1cccnc1)c1ccc(Oc2cc(OC)ccc2)cc1,53308727,1
443,Ic1ccc(N(C(C(=O)NC(C)(C)C)c2cccnc2)C(=O)c2occc2)cc1.FC(F)(F)C(O)=O,53308707,1
444,FC(F)(F)C(O)=O.o1cccc1C(=O)N(C(C(=O)NC(C)(C)C)c1cccnc1)c1ccc(cc1)-c1n(ccc1)C(OC(C)(C)C)=O,53308723,1
445,FC(F)(F)C(O)=O.FC(F)(F)C(O)=O.O=C(N([C@H](C(=O)NC(C)(C)C)c1cccnc1)c1ccc(cc1)C(C)(C)C)c1[nH]cnc1,51003644,1
446,FC(F)(F)C(O)=O.FC(F)(F)C(O)=O.O=C(N(C(C(=O)NC(C)(C)C)c1cccnc1)c1ccc(cc1)C(C)(C)C)c1ncn(c1)C,51003642,1
447,FC(F)(F)C(O)=O.FC(F)(F)C(O)=O.o1cccc1C(=O)N(C(C(=O)NC(C)(C)C)c1cccnc1)c1ccc(cc1)-c1cccnc1,53308715,1
448,Clc1c2OC(=O)C(NC(=O)c3cc(CC=C(C)C)c(O)cc3)=C(O)c2ccc1OC1OC(C)(C)C(OC)C(OC(=O)c2[nH]c(cc2)C)C1O,54677920,1
449,Clc1nnc(NC)cc1,588540,0
450,O=C1CCc2c1ccc(N)c2,312890,0
451,O=C1NC=C(C=C1[N+](=O)[O-])C,345643,0
452,ClC1=Nn2c(nnc2)C=C1,313624,0
453,S(=O)(C)c1ccccc1O,588090,0
454,OC(=O)c1cc2[nH]ccc2cc1,595230,0
455,o1cc(c2c1cccc2)C(O)=O,595655,0
456,O1c2c(cccc2)C(=O)NN=C1,332442,0
457,Fc1cc(ccc1)-c1nn[nH]n1,333943,0
458,O(CC)C1=Nn2nnnc2C=C1,313621,0
459,O=C(C)c1c(C)c([nH]c1C)CC,653478,0
460,Oc1ccc(cc1)C(=O)CCO,638759,0
461,O=C(N1CCC(CC1)C)CC#N,300920,0
462,S(CC=C)C=1NC(=O)C=CN=1,295848,0
463,s1c2c(nc1N)CCCC2=O,587850,0
464,o1nc(OC)cc1CCC(O)=O,327719,0
